idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao,anos_experiencia
38,1985-12-25,Amapá,4711.87,Ensino Fundamental,0,Casado,Saúde,10
21,2002-08-03,São Paulo,5201.37,Ensino Médio,1,Solteiro,Indústria,1
57,1966-12-17,Mato Grosso,5538.11,Ensino Médio,0,Divorciado,Comércio,16
18,2006-01-13,Rio Grande do Sul,5833.25,Ensino Médio,0,Casado,Tecnologia,0
27,1996-12-01,Tocantins,5040.9,Ensino Médio,0,Casado,Comércio,4
38,1985-07-02,Bahia,3464.76,Ensino Fundamental,0,Casado,Saúde,1
25,1998-05-12,Goiás,7521.1,Ensino Médio,0,Solteiro,Tecnologia,4
25,1998-06-14,Acre,3199.49,Ensino Médio,0,Divorciado,Saúde,1
22,2001-07-31,Espírito Santo,2356.14,Ensino Médio,3,Casado,Comércio,1
39,1984-09-20,Goiás,5838.2,Ensino Superior,0,Solteiro,Indústria,5
25,1999-03-20,São Paulo,4560.93,Ensino Médio,0,Casado,Indústria,2
25,1998-07-29,Santa Catarina,7106.22,Ensino Médio,1,Casado,Indústria,7
39,1984-05-24,Distrito Federal,9121.9,Ensino Superior,2,Casado,Tecnologia,6
56,1967-06-06,Acre,6028.16,Ensino Médio,2,Casado,Saúde,20
29,1994-07-09,Tocantins,6997.8,Ensino Médio,4,Casado,Indústria,1
39,1984-05-25,Maranhão,8482.97,Ensino Médio,0,Casado,Comércio,16
58,1965-06-10,Pernambuco,6988.62,Ensino Médio,2,Solteiro,Indústria,21
22,2001-10-06,Rio Grande do Sul,7203.47,Ensino Médio,1,Casado,Tecnologia,0
26,1997-07-20,Goiás,6040.85,Ensino Superior,1,Solteiro,Comércio,8
35,1989-03-13,Rio Grande do Norte,1578.86,Ensino Fundamental,1,Solteiro,Educação,2
30,1993-06-02,Mato Grosso,4345.89,Ensino Médio,0,Solteiro,Indústria,3
59,1964-10-26,Sergipe,8962.08,Ensino Médio,2,Casado,Indústria,10
31,1992-12-11,Maranhão,4595.37,Ensino Médio,3,Casado,Comércio,1
60,1963-09-30,Rio de Janeiro,9167.37,Ensino Superior,4,Casado,Educação,42
18,2005-12-23,Maranhão,1813.9,Ensino Fundamental,1,Casado,Saúde,0
64,1959-07-13,Mato Grosso do Sul,9430.4,Ensino Médio,0,Casado,Comércio,41
36,1987-07-29,Mato Grosso do Sul,12581.05,Ensino Superior,1,Casado,Comércio,15
46,1977-12-20,Tocantins,7062.18,Ensino Médio,0,Solteiro,Comércio,13
60,1963-09-10,Rio Grande do Norte,11257.16,Ensino Médio,2,Solteiro,Saúde,13
29,1994-08-29,Tocantins,1977.09,Ensino Fundamental,0,Divorciado,Comércio,6
51,1972-05-03,Amazonas,2449.61,Ensino Fundamental,0,Casado,Indústria,0
36,1987-06-20,Mato Grosso,6791.15,Ensino Médio,1,Casado,Comércio,15
28,1995-12-13,Santa Catarina,8806.87,Ensino Médio,1,Casado,Saúde,9
54,1969-11-25,Espírito Santo,7428.16,Ensino Médio,1,Casado,Comércio,3
30,1993-07-31,Acre,7134.64,Ensino Superior,1,Casado,Educação,5
24,2000-02-18,Rio de Janeiro,2620.26,Ensino Fundamental,0,Solteiro,Indústria,4
41,1983-04-11,Pernambuco,12641.87,Pós-graduação,1,Casado,Indústria,7
29,1995-03-21,Rondônia,6012.16,Ensino Médio,0,Divorciado,Educação,1
23,2001-01-04,São Paulo,5816.68,Ensino Médio,0,Solteiro,Tecnologia,2
47,1976-08-25,Bahia,6851.97,Ensino Médio,1,Solteiro,Educação,11
48,1975-09-29,Alagoas,5354.14,Ensino Médio,1,Solteiro,Tecnologia,10
50,1974-01-23,Amapá,7165.31,Ensino Médio,3,Divorciado,Comércio,24
43,1980-12-05,Acre,12144.16,Ensino Superior,3,Casado,Comércio,22
29,1994-05-13,Mato Grosso do Sul,3495.99,Ensino Fundamental,1,Solteiro,Educação,0
35,1988-07-05,Roraima,6034.75,Ensino Médio,0,Solteiro,Educação,9
57,1966-07-18,Tocantins,10116.48,Pós-graduação,2,Divorciado,Indústria,23
48,1976-03-03,Paraná,4280.85,Ensino Médio,0,Casado,Saúde,0
22,2001-07-29,Piauí,3454.56,Ensino Médio,3,Solteiro,Educação,3
43,1980-07-25,Rio Grande do Sul,7708.34,Ensino Médio,3,Solteiro,Indústria,15
41,1982-10-20,Maranhão,7473.57,Ensino Superior,2,Casado,Saúde,10
25,1998-11-08,Rondônia,4160.33,Ensino Médio,1,Casado,Tecnologia,5
53,1970-12-14,Roraima,12122.58,Ensino Médio,0,Casado,Tecnologia,35
35,1989-04-06,Distrito Federal,4280.04,Ensino Médio,2,Casado,Educação,9
34,1989-06-08,Paraná,7878.95,Ensino Médio,4,Solteiro,Comércio,14
37,1987-01-20,Paraná,9797.09,Pós-graduação,1,Divorciado,Comércio,12
40,1983-05-06,Santa Catarina,7529.29,Ensino Médio,0,Solteiro,Tecnologia,4
38,1985-04-28,Amazonas,13949.42,Ensino Superior,1,Casado,Tecnologia,13
47,1976-09-30,Minas Gerais,8613.35,Ensino Médio,1,Casado,Saúde,20
47,1977-01-12,Santa Catarina,2994.37,Ensino Médio,1,Casado,Comércio,2
39,1984-05-20,Alagoas,3118.94,Ensino Fundamental,0,Divorciado,Saúde,18
55,1968-06-02,Distrito Federal,2658.45,Ensino Médio,1,Solteiro,Educação,0
39,1984-04-28,Ceará,6826.96,Ensino Fundamental,0,Viúvo,Tecnologia,14
31,1992-05-27,Rio Grande do Sul,11778.7,Ensino Superior,0,Casado,Indústria,13
90,1933-10-15,Tocantins,11842.33,Ensino Superior,1,Solteiro,Tecnologia,52
63,1960-06-02,Sergipe,8354.72,Ensino Médio,0,Casado,Educação,44
21,2002-04-29,Ceará,11393.65,Ensino Superior,2,Solteiro,Tecnologia,1
27,1997-01-19,Roraima,4195.75,Ensino Médio,1,Solteiro,Educação,7
22,2001-04-27,Piauí,5032.71,Ensino Médio,2,Casado,Tecnologia,4
30,1993-10-17,Goiás,4508.12,Ensino Fundamental,0,Casado,Saúde,3
30,1994-01-05,Ceará,3473.67,Ensino Fundamental,0,Solteiro,Educação,7
27,1996-06-03,Acre,3834.57,Ensino Médio,0,Casado,Tecnologia,8
22,2002-01-02,Rio de Janeiro,2076.76,Ensino Fundamental,0,Casado,Saúde,2
25,1998-06-05,Sergipe,7526.74,Ensino Médio,0,Solteiro,Tecnologia,7
18,2005-10-08,Ceará,5785.51,Ensino Médio,1,Casado,Comércio,0
41,1982-12-18,Minas Gerais,6328.1,Ensino Médio,0,Casado,Indústria,4
45,1978-12-20,Rio Grande do Norte,10704.05,Ensino Superior,1,Casado,Educação,15
48,1975-08-19,Distrito Federal,5936.94,Ensino Médio,0,Casado,Saúde,18
64,1959-10-03,Espírito Santo,4358.84,Ensino Médio,2,Casado,Educação,21
51,1972-06-06,São Paulo,5974.57,Ensino Médio,2,Divorciado,Educação,17
87,1936-07-07,Sergipe,8713.57,Ensino Superior,0,Casado,Educação,26
19,2004-12-18,São Paulo,4387.05,Ensino Superior,0,Casado,Comércio,1
27,1996-08-25,Maranhão,5363.73,Ensino Médio,2,Solteiro,Indústria,1
56,1967-05-03,Pará,8459.97,Ensino Médio,2,Casado,Saúde,15
40,1983-07-24,Rio de Janeiro,4889.64,Ensino Fundamental,3,Casado,Comércio,11
50,1974-01-18,Piauí,11177.4,Ensino Superior,2,Solteiro,Comércio,6
64,1959-06-02,Rio de Janeiro,10141.46,Ensino Médio,0,Casado,Indústria,18
57,1967-01-17,Rio de Janeiro,6678.84,Ensino Médio,3,Casado,Educação,34
27,1996-08-01,Tocantins,7212.51,Ensino Médio,3,Casado,Comércio,8
91,1932-09-12,Piauí,20927.99,Ensino Médio,0,Solteiro,Tecnologia,67
40,1983-12-14,Pernambuco,9540.28,Ensino Superior,0,Casado,Comércio,3
55,1968-09-14,Paraíba,9963.71,Pós-graduação,3,Solteiro,Comércio,7
22,2001-09-14,Rio de Janeiro,3105.93,Ensino Médio,1,Casado,Comércio,2
64,1959-09-04,Acre,8598.14,Ensino Médio,2,Solteiro,Comércio,45
38,1985-09-30,Rio Grande do Norte,2919.3,Ensino Fundamental,0,Viúvo,Comércio,4
61,1962-09-20,Espírito Santo,7986.42,Ensino Médio,0,Casado,Comércio,36
55,1968-06-30,Tocantins,19886.68,Pós-graduação,3,Casado,Educação,36
38,1986-01-29,Rondônia,10546.25,Ensino Superior,0,Solteiro,Saúde,6
87,1936-10-14,Acre,2846.82,Ensino Fundamental,0,Solteiro,Saúde,12
39,1984-05-13,Alagoas,4434.99,Ensino Fundamental,0,Casado,Educação,7
27,1996-07-24,Bahia,4036.66,Ensino Superior,0,Casado,Indústria,2
60,1963-09-18,São Paulo,7940.75,Ensino Médio,1,Divorciado,Indústria,39
38,1985-06-10,Goiás,6737.74,Ensino Superior,4,Casado,Indústria,1
40,1984-01-22,Goiás,10578.94,Ensino Médio,3,Casado,Saúde,17
37,1986-11-06,Santa Catarina,9970.06,Ensino Superior,1,Divorciado,Tecnologia,16
55,1969-03-17,Mato Grosso,7056.09,Ensino Médio,0,Casado,Educação,3
43,1981-03-30,Pernambuco,16437.61,Pós-graduação,0,Casado,Tecnologia,9
41,1982-12-03,Mato Grosso,7357.02,Ensino Superior,0,Casado,Tecnologia,4
56,1967-07-07,Acre,9387.24,Ensino Superior,1,Divorciado,Tecnologia,22
27,1997-01-03,Ceará,4544.45,Ensino Fundamental,2,Solteiro,Tecnologia,0
33,1990-08-08,Sergipe,4539.17,Ensino Superior,0,Casado,Saúde,3
55,1968-08-15,Minas Gerais,3880.68,Ensino Médio,2,Solteiro,Tecnologia,2
30,1993-10-23,Espírito Santo,5443.4,Ensino Médio,0,Casado,Indústria,6
45,1978-09-19,Mato Grosso,5535.3,Ensino Médio,3,Solteiro,Indústria,1
65,1958-08-26,Goiás,12395.98,Ensino Superior,1,Solteiro,Comércio,37
24,1999-06-27,Sergipe,6682.49,Ensino Médio,2,Solteiro,Indústria,6
46,1977-04-30,Rio de Janeiro,12341.93,Ensino Superior,2,Casado,Tecnologia,14
51,1972-04-27,São Paulo,6289.71,Ensino Fundamental,3,Casado,Saúde,31
49,1974-09-14,Santa Catarina,5760.97,Ensino Médio,1,Casado,Saúde,12
46,1978-03-29,Pernambuco,5298.75,Ensino Fundamental,1,Solteiro,Saúde,22
38,1986-01-27,Bahia,6606.99,Ensino Superior,1,Casado,Tecnologia,12
63,1960-10-19,Alagoas,4162.22,Ensino Fundamental,2,Solteiro,Tecnologia,10
46,1977-12-06,Pará,6635.46,Ensino Médio,0,Solteiro,Educação,20
40,1983-10-29,Sergipe,8176.44,Ensino Médio,1,Casado,Comércio,11
21,2003-03-23,Rio Grande do Sul,2647.54,Ensino Médio,0,Casado,Comércio,0
40,1983-11-06,Alagoas,10930.69,Ensino Médio,2,Solteiro,Saúde,21
34,1989-05-03,Alagoas,5583.28,Ensino Médio,2,Casado,Educação,8
55,1968-05-15,Rondônia,2751.01,Ensino Fundamental,0,Casado,Educação,19
47,1976-09-29,Maranhão,10604.11,Ensino Médio,1,Solteiro,Comércio,25
30,1994-03-02,Tocantins,7124.13,Ensino Médio,0,Casado,Comércio,11
28,1995-05-29,Bahia,2656.02,Ensino Médio,1,Solteiro,Comércio,1
37,1986-08-23,Rondônia,7861.17,Ensino Médio,3,Solteiro,Indústria,14
65,1958-11-17,Rio Grande do Sul,11919.57,Ensino Médio,2,Casado,Saúde,22
23,2000-05-26,Minas Gerais,3718.42,Ensino Superior,2,Casado,Educação,5
49,1975-02-27,Amazonas,6277.79,Ensino Superior,1,Solteiro,Comércio,10
86,1937-05-13,Goiás,9034.13,Ensino Médio,1,Casado,Educação,10
53,1971-03-08,Mato Grosso do Sul,3639.92,Ensino Fundamental,0,Casado,Saúde,26
27,1996-05-29,Rio de Janeiro,2690.98,Ensino Fundamental,0,Casado,Saúde,1
55,1968-06-05,Mato Grosso do Sul,9778.49,Ensino Superior,0,Solteiro,Saúde,31
57,1966-10-09,Pará,9153.65,Ensino Médio,1,Casado,Indústria,14
65,1959-03-07,Sergipe,4840.97,Ensino Médio,5,Casado,Indústria,22
90,1933-04-13,Minas Gerais,8978.86,Ensino Médio,0,Casado,Indústria,66
54,1970-02-14,Paraná,4000.99,Ensino Médio,3,Solteiro,Saúde,2
31,1993-01-28,Alagoas,6001.77,Ensino Médio,1,Casado,Educação,3
81,1942-08-13,Rio Grande do Sul,21457.46,Ensino Superior,2,Divorciado,Saúde,44
49,1974-04-13,Acre,11994.3,Ensino Superior,0,Solteiro,Saúde,7
29,1994-10-24,São Paulo,4964.79,Ensino Médio,0,Casado,Tecnologia,8
56,1968-03-31,Mato Grosso,7517.24,Ensino Médio,0,Casado,Indústria,31
38,1985-05-26,Paraíba,5659.61,Ensino Fundamental,2,Solteiro,Tecnologia,10
23,2001-03-03,Santa Catarina,5485.78,Ensino Médio,0,Solteiro,Educação,5
19,2004-12-28,Roraima,3444.23,Ensino Médio,0,Solteiro,Indústria,0
25,1998-11-08,São Paulo,3373.72,Ensino Médio,0,Divorciado,Indústria,7
24,1999-04-13,Maranhão,3920.34,Ensino Superior,0,Divorciado,Comércio,4
43,1980-08-21,Espírito Santo,4440.77,Ensino Fundamental,0,Solteiro,Tecnologia,18
47,1977-02-24,Rio Grande do Sul,13446.55,Ensino Superior,1,Divorciado,Saúde,15
44,1979-11-13,Piauí,5729.05,Ensino Fundamental,2,Casado,Tecnologia,14
89,1935-01-13,Goiás,3096.16,Ensino Superior,1,Viúvo,Comércio,13
36,1987-06-25,Mato Grosso do Sul,7259.04,Ensino Médio,0,Solteiro,Tecnologia,1
59,1965-04-03,Piauí,14837.16,Ensino Médio,0,Casado,Saúde,33
31,1993-03-05,Distrito Federal,2467.63,Ensino Fundamental,0,Casado,Comércio,2
54,1969-08-04,Espírito Santo,12158.44,Ensino Médio,0,Casado,Tecnologia,27
54,1969-12-01,Pernambuco,11436.64,Ensino Médio,1,Casado,Tecnologia,9
43,1980-04-28,Rio Grande do Norte,10863.47,Pós-graduação,1,Divorciado,Educação,23
25,1998-04-13,Tocantins,6169.3,Ensino Médio,1,Casado,Tecnologia,7
54,1970-01-21,São Paulo,3348.08,Ensino Fundamental,0,Solteiro,Saúde,30
59,1964-11-26,Rio Grande do Norte,4425.38,Ensino Fundamental,1,Casado,Tecnologia,9
36,1987-08-03,Distrito Federal,4495.02,Ensino Fundamental,0,Solteiro,Tecnologia,7
18,2005-11-26,Pernambuco,4675.12,Ensino Médio,0,Divorciado,Indústria,0
18,2005-09-30,Distrito Federal,3962.23,Ensino Médio,2,Solteiro,Educação,0
42,1982-02-26,Roraima,4227.87,Ensino Médio,0,Solteiro,Indústria,14
56,1967-07-30,Espírito Santo,15490.56,Ensino Superior,2,Solteiro,Comércio,31
45,1978-06-26,Acre,14072.16,Pós-graduação,1,Solteiro,Comércio,2
31,1992-06-14,Piauí,3143.71,Ensino Fundamental,0,Solteiro,Comércio,4
45,1978-04-16,Maranhão,11433.58,Ensino Superior,0,Casado,Indústria,4
20,2003-04-24,Amapá,5793.05,Ensino Médio,1,Solteiro,Saúde,2
86,1937-10-12,São Paulo,4751.23,Ensino Médio,0,Casado,Saúde,4
62,1962-03-04,Rondônia,8701.82,Ensino Fundamental,0,Solteiro,Tecnologia,44
57,1967-04-09,Rio Grande do Sul,10998.42,Ensino Médio,0,Casado,Saúde,28
30,1993-06-26,Paraná,11978.52,Ensino Superior,4,Casado,Saúde,12
57,1966-07-28,Minas Gerais,3514.36,Ensino Médio,1,Divorciado,Comércio,14
59,1964-12-04,Pará,7212.77,Ensino Médio,0,Casado,Tecnologia,0
39,1985-02-14,Maranhão,9494.81,Ensino Superior,0,Casado,Educação,18
19,2004-08-22,Amazonas,3159.94,Ensino Médio,0,Solteiro,Comércio,0
38,1986-03-03,Alagoas,12058.25,Ensino Médio,0,Divorciado,Tecnologia,15
32,1991-06-25,Rio de Janeiro,5119.13,Ensino Médio,0,Casado,Educação,4
46,1978-03-27,Acre,4681.42,Ensino Médio,0,Casado,Comércio,26
19,2005-01-30,Mato Grosso do Sul,8750.11,Ensino Superior,1,Divorciado,Saúde,1
28,1995-09-06,Acre,7007.9,Ensino Médio,1,Solteiro,Indústria,4
64,1959-12-25,Paraná,11242.85,Ensino Médio,2,Casado,Indústria,22
55,1968-12-24,Pernambuco,13923.64,Pós-graduação,1,Casado,Tecnologia,7
58,1965-11-04,Rio de Janeiro,14123.24,Ensino Médio,2,Casado,Tecnologia,40
37,1986-08-03,Distrito Federal,5012.46,Ensino Fundamental,0,Casado,Tecnologia,0
57,1966-10-22,Acre,16975.07,Ensino Superior,2,Casado,Tecnologia,16
61,1963-01-18,Ceará,10602.78,Ensino Médio,1,Casado,Indústria,27
31,1992-04-18,Pernambuco,6858.72,Pós-graduação,2,Solteiro,Indústria,0
21,2002-08-20,Pará,5644.34,Ensino Médio,0,Casado,Tecnologia,1
65,1958-09-04,Espírito Santo,6230.29,Ensino Médio,1,Casado,Tecnologia,12
51,1972-10-15,Ceará,5104.52,Ensino Médio,0,Divorciado,Saúde,8
18,2006-03-28,Santa Catarina,7083.3,Ensino Superior,1,Casado,Tecnologia,0
52,1971-05-06,Rio Grande do Norte,3255.09,Ensino Fundamental,1,Solteiro,Educação,0
25,1999-03-07,Roraima,4924.36,Ensino Médio,3,Divorciado,Tecnologia,3
52,1971-12-16,Minas Gerais,7325.3,Ensino Médio,0,Solteiro,Educação,12
52,1972-04-06,Rondônia,4413.34,Ensino Fundamental,0,Divorciado,Comércio,14
39,1985-02-06,Paraná,5664.49,Ensino Médio,0,Casado,Saúde,9
51,1972-08-29,Santa Catarina,5681.19,Ensino Superior,0,Solteiro,Tecnologia,0
22,2002-01-08,Mato Grosso do Sul,5866.76,Ensino Médio,1,Casado,Saúde,0
28,1995-12-30,Rio de Janeiro,7660.46,Ensino Médio,4,Solteiro,Indústria,9
18,2005-08-27,Piauí,4945.89,Ensino Médio,1,Solteiro,Educação,0
24,1999-11-08,Rio de Janeiro,3226.19,Ensino Fundamental,1,Casado,Comércio,4
42,1981-06-13,Pará,4596.46,Ensino Médio,0,Casado,Comércio,19
44,1979-07-01,Tocantins,7759.09,Ensino Médio,1,Casado,Saúde,0
44,1979-08-22,Distrito Federal,6927.09,Ensino Médio,1,Casado,Comércio,3
29,1994-06-01,Mato Grosso,6841.62,Ensino Médio,0,Solteiro,Educação,9
46,1977-12-29,Rio Grande do Sul,13057.2,Ensino Superior,0,Casado,Comércio,16
23,2000-10-05,Amapá,3670.97,Ensino Médio,0,Divorciado,Educação,2
27,1996-12-24,Rondônia,5867.23,Ensino Superior,0,Casado,Educação,6
38,1985-09-03,Acre,4399.18,Ensino Médio,2,Casado,Saúde,4
60,1964-03-01,Paraná,8431.73,Ensino Superior,0,Casado,Saúde,18
63,1960-06-13,Pernambuco,4146.19,Ensino Médio,2,Solteiro,Indústria,17
20,2004-03-25,Pará,5652.53,Ensino Superior,0,Solteiro,Indústria,2
30,1994-02-07,Alagoas,2589.31,Ensino Fundamental,1,Casado,Tecnologia,4
60,1963-07-29,Santa Catarina,13818.14,Ensino Superior,3,Casado,Saúde,8
22,2001-06-25,Piauí,4063.97,Ensino Superior,1,Casado,Saúde,1
61,1962-04-17,Piauí,5124.45,Ensino Médio,2,Casado,Educação,9
26,1997-05-19,Santa Catarina,6328.83,Pós-graduação,5,Solteiro,Comércio,1
43,1980-07-23,Roraima,6327.65,Ensino Médio,0,Solteiro,Comércio,4
23,2000-12-13,Alagoas,4954.04,Ensino Médio,2,Casado,Comércio,3
21,2002-07-05,Paraná,5674.82,Ensino Superior,1,Casado,Comércio,3
41,1983-03-28,Sergipe,8346.99,Ensino Médio,1,Solteiro,Saúde,16
33,1991-04-10,Rio Grande do Norte,3196.33,Ensino Médio,0,Viúvo,Comércio,1
56,1967-07-01,Rio Grande do Sul,5352.83,Ensino Médio,1,Divorciado,Saúde,32
40,1983-12-19,Rio Grande do Norte,4505.54,Ensino Médio,3,Solteiro,Comércio,9
65,1958-04-30,Acre,15926.47,Ensino Superior,0,Casado,Indústria,26
66,1957-04-20,Roraima,13492.57,Ensino Superior,2,Casado,Tecnologia,15
58,1965-06-25,Sergipe,12796.06,Ensino Superior,0,Viúvo,Saúde,36
56,1967-07-09,Rio de Janeiro,18553.59,Pós-graduação,3,Solteiro,Tecnologia,16
23,2000-06-26,Acre,6497.87,Ensino Médio,0,Casado,Tecnologia,4
25,1998-05-08,Distrito Federal,5702.77,Ensino Médio,0,Divorciado,Educação,3
21,2002-11-28,Piauí,3140.86,Ensino Médio,1,Casado,Comércio,2
18,2005-08-15,Mato Grosso,3266.6,Ensino Médio,0,Solteiro,Indústria,0
61,1962-11-17,Tocantins,3975.15,Ensino Médio,2,Divorciado,Indústria,16
52,1972-03-20,Piauí,12430.3,Ensino Superior,3,Casado,Saúde,29
21,2002-04-29,Alagoas,6945.29,Pós-graduação,4,Casado,Comércio,3
34,1990-01-22,Rio Grande do Norte,5244.91,Ensino Médio,1,Casado,Tecnologia,2
21,2002-12-09,Sergipe,5225.97,Ensino Médio,1,Solteiro,Comércio,2
48,1975-11-19,Mato Grosso do Sul,10825.21,Ensino Médio,1,Casado,Tecnologia,10
42,1981-09-25,Amazonas,7645.77,Ensino Superior,0,Solteiro,Tecnologia,0
26,1997-10-26,Amapá,5114.33,Ensino Médio,1,Solteiro,Educação,2
25,1998-09-04,Distrito Federal,4984.88,Ensino Superior,0,Solteiro,Saúde,1
58,1966-02-24,Santa Catarina,9634.74,Pós-graduação,3,Casado,Educação,5
24,2000-02-05,Rio Grande do Sul,4974.13,Ensino Superior,0,Casado,Tecnologia,5
33,1990-07-22,Minas Gerais,3231.77,Ensino Médio,1,Solteiro,Educação,3
51,1972-05-28,Piauí,3892.02,Ensino Fundamental,0,Casado,Indústria,16
72,1951-09-22,Ceará,10213.37,Ensino Médio,2,Solteiro,Educação,47
40,1984-03-02,Roraima,16420.39,Ensino Superior,0,Solteiro,Tecnologia,12
53,1970-07-06,Sergipe,8580.06,Ensino Superior,0,Solteiro,Tecnologia,15
77,1946-05-16,Goiás,7503.32,Ensino Médio,0,Solteiro,Indústria,44
18,2005-09-18,Rio de Janeiro,14663.82,Pós-graduação,0,Casado,Tecnologia,0
22,2001-11-29,Paraíba,4245.54,Ensino Médio,0,Solteiro,Comércio,4
55,1968-07-01,Santa Catarina,8009.6,Ensino Médio,0,Casado,Comércio,26
25,1998-10-23,Santa Catarina,5661.88,Pós-graduação,0,Casado,Comércio,0
60,1963-09-09,Rondônia,13474.76,Ensino Médio,0,Casado,Saúde,34
27,1997-03-15,Rondônia,8639.15,Ensino Superior,4,Casado,Educação,0
26,1998-02-11,Rio Grande do Sul,2762.84,Ensino Fundamental,0,Casado,Educação,2
37,1986-04-21,Bahia,13559.33,Ensino Superior,1,Solteiro,Tecnologia,8
26,1997-11-21,Pernambuco,3696.88,Ensino Médio,0,Casado,Comércio,6
37,1987-02-26,Rio Grande do Norte,7761.46,Ensino Superior,2,Solteiro,Tecnologia,17
21,2002-11-22,Rio Grande do Sul,4284.19,Ensino Superior,0,Casado,Comércio,0
53,1971-02-09,Ceará,5538.13,Ensino Médio,1,Casado,Comércio,2
27,1997-03-06,Alagoas,7586.14,Ensino Médio,0,Casado,Comércio,9
61,1963-02-23,Mato Grosso do Sul,10359.12,Ensino Médio,0,Solteiro,Educação,34
57,1966-07-01,Distrito Federal,5884.63,Ensino Fundamental,1,Casado,Comércio,29
52,1972-03-31,Roraima,4807.12,Ensino Fundamental,2,Casado,Saúde,4
31,1992-09-30,Pará,5409.03,Ensino Médio,3,Casado,Saúde,6
23,2001-03-03,Rio Grande do Norte,5446.8,Ensino Médio,0,Solteiro,Educação,0
64,1959-07-26,Mato Grosso do Sul,8526.85,Ensino Médio,3,Casado,Educação,33
49,1975-03-25,Amazonas,4223.93,Ensino Fundamental,3,Solteiro,Indústria,4
30,1993-07-23,Paraíba,2215.34,Ensino Fundamental,3,Casado,Saúde,4
56,1968-02-20,Piauí,7120.23,Ensino Superior,1,Casado,Educação,4
57,1966-11-23,Pará,8826.39,Ensino Médio,0,Solteiro,Tecnologia,13
59,1964-07-25,Maranhão,10802.66,Pós-graduação,2,Solteiro,Educação,33
28,1995-09-06,Rondônia,3679.27,Ensino Fundamental,0,Solteiro,Tecnologia,6
46,1978-03-10,Maranhão,4666.03,Ensino Médio,2,Casado,Tecnologia,9
18,2005-08-26,Bahia,3222.01,Ensino Fundamental,3,Casado,Comércio,0
39,1985-03-29,Alagoas,7321.66,Ensino Médio,1,Solteiro,Tecnologia,8
40,1983-11-08,Bahia,5051.68,Ensino Fundamental,3,Solteiro,Tecnologia,14
28,1996-01-28,Sergipe,2959.34,Ensino Fundamental,1,Solteiro,Comércio,3
84,1940-04-01,Paraíba,15218.24,Ensino Superior,0,Solteiro,Educação,58
26,1997-12-13,Rondônia,6377.0,Ensino Médio,1,Casado,Comércio,2
24,1999-08-02,Maranhão,7007.51,Ensino Médio,0,Casado,Tecnologia,6
21,2002-10-24,Espírito Santo,7032.09,Ensino Médio,1,Solteiro,Saúde,1
57,1966-08-11,Rio de Janeiro,7107.19,Ensino Superior,0,Solteiro,Educação,16
49,1974-06-20,Distrito Federal,13370.09,Ensino Superior,0,Casado,Indústria,23
18,2006-03-15,Tocantins,3698.21,Ensino Médio,0,Divorciado,Indústria,0
41,1983-03-04,Rio de Janeiro,9189.67,Ensino Médio,3,Viúvo,Saúde,23
45,1978-07-08,Distrito Federal,3390.49,Ensino Médio,0,Solteiro,Educação,20
65,1959-04-10,Rio Grande do Sul,30514.55,Pós-graduação,2,Solteiro,Tecnologia,45
21,2002-11-25,Ceará,5365.33,Ensino Superior,1,Casado,Comércio,0
44,1979-09-03,Pará,6399.48,Ensino Médio,0,Divorciado,Educação,24
18,2005-07-29,Pará,4572.22,Ensino Médio,1,Solteiro,Comércio,0
27,1996-06-13,Ceará,5671.5,Ensino Médio,1,Solteiro,Indústria,9
84,1939-06-03,Goiás,5646.43,Ensino Superior,0,Solteiro,Comércio,2
43,1980-04-20,Rio Grande do Sul,11875.07,Ensino Superior,3,Solteiro,Comércio,22
28,1995-06-15,Rio Grande do Norte,9730.67,Ensino Superior,3,Casado,Indústria,0
52,1971-08-26,São Paulo,14173.4,Ensino Médio,1,Casado,Tecnologia,33
91,1933-02-26,Rondônia,4020.93,Ensino Médio,0,Solteiro,Tecnologia,9
43,1980-08-28,Paraíba,4951.21,Ensino Fundamental,1,Casado,Saúde,5
65,1959-02-23,Paraná,15158.98,Ensino Superior,3,Casado,Comércio,24
89,1935-02-11,Amapá,11379.21,Ensino Médio,1,Casado,Saúde,14
29,1994-06-03,Ceará,5106.42,Ensino Superior,1,Solteiro,Saúde,7
60,1963-06-13,Ceará,8618.17,Ensino Médio,1,Casado,Comércio,25
27,1996-08-11,Paraíba,7743.37,Ensino Médio,1,Solteiro,Indústria,8
41,1982-12-17,Sergipe,15864.17,Ensino Superior,0,Casado,Tecnologia,10
18,2005-12-04,São Paulo,5943.71,Ensino Superior,3,Casado,Saúde,0
39,1984-10-10,Pará,3342.51,Ensino Fundamental,2,Divorciado,Educação,12
36,1988-03-11,Pará,4065.74,Ensino Médio,1,Solteiro,Tecnologia,6
35,1988-08-08,Sergipe,5417.62,Ensino Médio,1,Casado,Comércio,8
18,2005-07-02,Rondônia,7937.09,Ensino Superior,0,Solteiro,Comércio,0
33,1990-06-29,Mato Grosso do Sul,4494.17,Ensino Médio,1,Divorciado,Indústria,12
50,1973-09-08,Distrito Federal,15665.91,Pós-graduação,1,Solteiro,Saúde,29
19,2004-06-12,Pernambuco,6016.04,Ensino Médio,1,Solteiro,Comércio,0
40,1983-06-19,Santa Catarina,9620.21,Ensino Médio,1,Solteiro,Indústria,17
